,route,order_date,order_flow
553,上海-南京,2016-07-07,13.0
554,上海-南京,2016-07-08,11.0
555,上海-南京,2016-07-09,0.0
556,上海-南京,2016-07-10,0.0
557,上海-南京,2016-07-11,32.0
558,上海-南京,2016-07-12,74.0
559,上海-南京,2016-07-13,36.0
560,上海-南京,2016-07-14,29.0
561,上海-南京,2016-07-15,28.0
562,上海-南京,2016-07-16,0.0
563,上海-南京,2016-07-17,0.0
564,上海-南京,2016-07-18,3.0
565,上海-南京,2016-07-19,129.0
566,上海-南京,2016-07-20,20.0
567,上海-南京,2016-07-21,23.0
568,上海-南京,2016-07-22,87.0
569,上海-南京,2016-07-23,1.0
570,上海-南京,2016-07-24,0.0
571,上海-南京,2016-07-25,46.0
572,上海-南京,2016-07-26,110.0
573,上海-南京,2016-07-27,89.0
574,上海-南京,2016-07-28,77.0
575,上海-南京,2016-07-29,64.0
576,上海-南京,2016-07-30,13.0
577,上海-南京,2016-07-31,0.0
578,上海-南京,2016-08-01,14.0
579,上海-南京,2016-08-02,133.0
580,上海-南京,2016-08-03,3.0
581,上海-南京,2016-08-04,37.0
582,上海-南京,2016-08-05,38.0
583,上海-南京,2016-08-06,6.0
584,上海-南京,2016-08-07,0.0
585,上海-南京,2016-08-08,106.0
586,上海-南京,2016-08-09,132.0
587,上海-南京,2016-08-10,31.0
588,上海-南京,2016-08-11,34.0
589,上海-南京,2016-08-12,99.0
590,上海-南京,2016-08-13,3.0
591,上海-南京,2016-08-14,0.0
592,上海-南京,2016-08-15,13.0
593,上海-南京,2016-08-16,113.0
594,上海-南京,2016-08-17,23.0
595,上海-南京,2016-08-18,65.0
596,上海-南京,2016-08-19,40.0
597,上海-南京,2016-08-20,15.0
598,上海-南京,2016-08-21,0.0
599,上海-南京,2016-08-22,76.0
600,上海-南京,2016-08-23,64.0
601,上海-南京,2016-08-24,23.0
602,上海-南京,2016-08-25,31.0
603,上海-南京,2016-08-26,61.0
604,上海-南京,2016-08-27,0.0
605,上海-南京,2016-08-28,0.0
606,上海-南京,2016-08-29,46.0
607,上海-南京,2016-08-30,60.0
608,上海-南京,2016-08-31,83.0
609,上海-南京,2016-09-01,54.0
610,上海-南京,2016-09-02,129.0
611,上海-南京,2016-09-03,14.0
612,上海-南京,2016-09-04,0.0
613,上海-南京,2016-09-05,35.0
614,上海-南京,2016-09-06,50.0
615,上海-南京,2016-09-07,72.0
616,上海-南京,2016-09-08,11.0
617,上海-南京,2016-09-09,62.0
618,上海-南京,2016-09-10,40.0
619,上海-南京,2016-09-11,1.0
620,上海-南京,2016-09-12,87.0
621,上海-南京,2016-09-13,77.0
622,上海-南京,2016-09-14,28.0
623,上海-南京,2016-09-15,0.0
624,上海-南京,2016-09-16,5.0
625,上海-南京,2016-09-17,0.0
626,上海-南京,2016-09-18,67.0
627,上海-南京,2016-09-19,9.0
